,AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,AccountNo_[0],Bet_Amt_[0],Vegas,Sportsbook,Games,Casino,Poker,Bingo,#N/A,Adjustments,CustId,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,AccountLocation,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play
354,00J381    ,28/11/2012,323,9,M,2,480.0,0.0,Sportsbook,01196ZZ   ,385.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
355,01284UW   ,20/12/2012,46,5,I,31,477.5,570.45,Sportsbook,00J381    ,380.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
356,00J381    ,21/11/2012,2,9,M,3,475.0,675.0,Sportsbook,01148BP   ,375.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
357,01284UW   ,30/10/2012,274,5,I,8,475.0,0.0,Sportsbook,01152SJ   ,374.3682,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
358,01152SJ   ,06/09/2012,22527_PRCH,22527,I,4,472.1435,0.0,Poker,01152SJ   ,372.2777,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
359,01148BP   ,24/10/2012,2,9,N,2,471.89,1394.59,Sportsbook,00J381    ,367.5,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
360,01284UW   ,26/10/2012,1,5,I,4,470.0,0.0,Sportsbook,00J381    ,360.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
361,00357DG   ,26/10/2012,22512_XFER,22512,I,237,461.0,210.3,Vegas,00357DG   ,354.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
362,00J381    ,12/09/2012,2,9,N,3,460.89,1476.23,Sportsbook,01284UW   ,354.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
363,00C017    ,28/09/2012,22527_PRCH,22527,I,3,460.0,0.0,Poker,00C017    ,350.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
364,01196ZZ   ,25/09/2012,3,8,I,5,460.0,270.0,Sportsbook,00J381    ,350.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
365,00J381    ,05/12/2012,323,9,M,3,456.0,656.25,Sportsbook,01148BP   ,350.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
366,00J381    ,22/09/2012,1,5,M,2,450.0,920.0,Sportsbook,01196ZZ   ,350.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
367,00J381    ,28/09/2012,42,4,M,4,450.0,647.5,Sportsbook,01196ZZ   ,350.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
368,00J381    ,23/11/2012,323,9,M,4,450.0,0.0,Sportsbook,01284UW   ,350.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
369,01148BP   ,09/10/2012,2,9,N,1,450.0,0.0,Sportsbook,00C017    ,348.55,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
370,01196ZZ   ,26/10/2012,2,9,I,5,450.0,0.0,Sportsbook,00J381    ,340.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
371,01284UW   ,10/10/2012,46,5,I,2,450.0,0.0,Sportsbook,01148BP   ,337.5,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
372,01152SJ   ,12/12/2012,22527_PRCH,22527,I,6,448.6818,0.0,Poker,00J381    ,335.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
373,00C017    ,02/09/2012,22527_PRCH,22527,I,3,445.0,0.0,Poker,00C017    ,330.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
374,00J381    ,03/10/2012,323,9,M,3,444.62,0.0,Sportsbook,00357DG   ,324.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
375,00J381    ,10/09/2012,323,9,N,2,440.0,0.0,Sportsbook,01152SJ   ,322.2607,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
376,00J381    ,28/09/2012,323,9,M,3,430.0,650.0,Sportsbook,00357DG   ,321.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
377,00J381    ,17/11/2012,1,5,M,6,430.0,0.0,Sportsbook,00C017    ,320.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
378,01284UW   ,02/12/2012,274,5,I,22,427.0,100.0,Sportsbook,00J381    ,320.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
379,00357DG   ,06/12/2012,22512_XFER,22512,I,42,420.0,255.0,Vegas,00J381    ,319.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
380,00J381    ,22/09/2012,5,11,M,2,420.0,0.0,Sportsbook,00J381    ,316.67,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,5,11,Sportsbook,Motor Racing,Formula 1,1
381,01152SJ   ,07/11/2012,22527_PRCH,22527,I,5,418.8285,0.0,Poker,01152SJ   ,312.1099,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
382,00357DG   ,03/11/2012,22512_XFER,22512,I,118,416.0,316.4,Vegas,01152SJ   ,312.032,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
383,01148BP   ,27/09/2012,2,9,M,1,412.0,0.0,Sportsbook,00J381    ,311.31,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
384,00J381    ,17/11/2012,323,9,M,3,410.75,0.0,Sportsbook,00C017    ,310.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
385,00775SM   ,30/09/2012,22508_STKE,22508,I,123,403.1,0.0,Bingo,00J381    ,310.0,,,,,,,,,2815836,USD,0,1.0,SB,GIB,Mr,Buddy,Holly,17/10/2010,US,en,A,13/01/1964,Y,Silver,22508_STKE,22508,Bingo,Bingo VF,Bingo VF Stakes,1
386,01284UW   ,03/12/2012,273,3,I,13,403.0,485.26,Sportsbook,00J381    ,308.05,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,273,3,Sportsbook,Basketball,European Basketball,1
387,01152SJ   ,06/12/2012,22527_PRCH,22527,I,1,400.5465,0.0,Poker,00J381    ,308.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
388,01152SJ   ,13/10/2012,22527_PRCH,22527,I,1,400.0499,0.0,Poker,00J381    ,306.26,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
389,00C017    ,02/12/2012,22527_PRCH,22527,I,1,400.0,0.0,Poker,01152SJ   ,305.3577,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
390,00J381    ,07/10/2012,323,9,M,1,400.0,0.0,Sportsbook,00J381    ,305.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
391,00J381    ,09/10/2012,,0,N,1,400.0,0.0,#N/A,00C017    ,300.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,,0,Sportsbook,Various,Manual Bets (Various),1
392,00J381    ,11/11/2012,323,9,N,1,400.0,0.0,Sportsbook,00J381    ,300.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
393,00J381    ,13/11/2012,323,9,N,1,400.0,0.0,Sportsbook,01148BP   ,300.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
394,00J381    ,31/12/2012,323,9,M,1,400.0,0.0,Sportsbook,00357DG   ,295.21,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
395,01148BP   ,16/09/2012,1,5,I,1,400.0,820.0,Sportsbook,01284UW   ,295.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,1,5,Sportsbook,Football,UK Football,1
396,01148BP   ,16/09/2012,1,5,M,1,400.0,359.38,Sportsbook,01152SJ   ,292.6138,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,1,5,Sportsbook,Football,UK Football,1
397,01148BP   ,02/10/2012,2,9,N,1,400.0,0.0,Sportsbook,00J381    ,290.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
398,01148BP   ,14/10/2012,2,9,I,1,400.0,0.0,Sportsbook,01196ZZ   ,285.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
399,01148BP   ,24/11/2012,2,9,M,3,400.0,0.0,Sportsbook,01152SJ   ,284.3962,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
400,01148BP   ,29/11/2012,2,9,N,1,400.0,0.0,Sportsbook,00J381    ,283.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
401,01196ZZ   ,25/09/2012,2,9,I,2,400.0,450.0,Sportsbook,00J381    ,281.5,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
402,00J381    ,27/11/2012,2,9,M,2,393.4,0.0,Sportsbook,00C017    ,281.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
403,01196ZZ   ,24/11/2012,3,8,I,4,390.0,672.5,Sportsbook,00J381    ,280.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
404,01196ZZ   ,16/10/2012,3,8,I,3,385.0,362.5,Sportsbook,00J381    ,277.5,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
405,00J381    ,07/10/2012,1,5,M,6,380.0,0.0,Sportsbook,01196ZZ   ,275.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
406,00J381    ,22/12/2012,323,9,M,2,380.0,0.0,Sportsbook,00J381    ,274.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
407,01148BP   ,05/11/2012,2,9,I,2,375.0,0.0,Sportsbook,00357DG   ,272.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
408,01152SJ   ,13/09/2012,22528_PRCH,22528,I,5,374.3682,0.0,Casino,00J381    ,270.87,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
409,01152SJ   ,15/09/2012,22528_PRCH,22528,I,2,372.2777,0.0,Casino,00J381    ,270.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
410,00J381    ,20/12/2012,323,9,M,2,367.5,0.0,Sportsbook,01148BP   ,268.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
411,00J381    ,16/09/2012,1,5,M,9,360.0,0.0,Sportsbook,01196ZZ   ,267.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
412,00J381    ,29/12/2012,323,9,N,2,360.0,0.0,Sportsbook,01284UW   ,267.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
413,00357DG   ,08/11/2012,613,0,I,178,354.0,203.0,Games,00C017    ,260.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,613,0,Games,Games tbc,Games tbc,1
414,01284UW   ,04/11/2012,274,5,I,17,354.0,100.0,Sportsbook,00J381    ,260.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
415,00C017    ,18/10/2012,22527_PRCH,22527,I,2,350.0,0.0,Poker,01284UW   ,260.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
416,00C017    ,09/12/2012,22527_PRCH,22527,I,1,350.0,0.0,Poker,00J381    ,258.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
417,00J381    ,24/09/2012,323,9,N,2,350.0,0.0,Sportsbook,00C017    ,250.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
418,00J381    ,03/10/2012,275,5,M,5,350.0,0.0,Sportsbook,00J381    ,250.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,275,5,Sportsbook,Football,UEFA Club Competitions,1
419,00J381    ,04/10/2012,323,9,M,2,350.0,0.0,Sportsbook,01148BP   ,250.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
420,00J381    ,08/10/2012,2,9,M,2,350.0,0.0,Sportsbook,01196ZZ   ,250.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
421,00J381    ,22/11/2012,323,9,M,2,350.0,1185.94,Sportsbook,01152SJ   ,249.5377,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
422,00J381    ,10/12/2012,323,9,M,2,350.0,0.0,Sportsbook,00J381    ,248.13,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
423,00J381    ,12/12/2012,323,9,M,2,350.0,0.0,Sportsbook,00J381    ,244.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
424,00J381    ,30/12/2012,323,9,M,2,350.0,1340.63,Sportsbook,00J381    ,240.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
425,01148BP   ,02/12/2012,2,9,M,1,350.0,0.0,Sportsbook,01196ZZ   ,240.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
426,01196ZZ   ,28/11/2012,22528_PRCH,22528,I,2,350.0,0.0,Casino,01196ZZ   ,237.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
427,01196ZZ   ,01/12/2012,2,9,I,1,350.0,0.0,Sportsbook,01284UW   ,232.9,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
428,01284UW   ,01/11/2012,275,5,I,4,350.0,0.0,Sportsbook,00C017    ,230.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,275,5,Sportsbook,Football,UEFA Club Competitions,1
429,00C017    ,07/10/2012,22527_PRCH,22527,I,3,348.55,0.0,Poker,00J381    ,230.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
430,00J381    ,30/09/2012,40,6,M,2,340.0,0.0,Sportsbook,00497XG   ,228.31,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,40,6,Sportsbook,Golf,Mens Golf,1
431,01148BP   ,10/10/2012,2,9,N,1,337.5,0.0,Sportsbook,01196ZZ   ,227.8,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
432,00J381    ,17/09/2012,1,5,M,5,335.0,0.0,Sportsbook,00J381    ,227.25,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
433,00C017    ,08/09/2012,22527_PRCH,22527,I,2,330.0,0.0,Poker,01284UW   ,226.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
434,00C017    ,26/10/2012,22527_PRCH,22527,I,2,330.0,0.0,Poker,01196ZZ   ,225.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
435,00357DG   ,21/11/2012,22512_XFER,22512,I,58,324.0,124.2,Vegas,01196ZZ   ,225.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
436,01152SJ   ,08/10/2012,22527_PRCH,22527,I,3,322.2607,0.0,Poker,01152SJ   ,223.3667,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
437,00357DG   ,19/11/2012,635,0,I,107,321.0,141.6,Games,00497XG   ,222.4,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
438,00C017    ,02/11/2012,22527_PRCH,22527,I,2,320.0,0.0,Poker,00J381    ,220.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
439,00J381    ,10/10/2012,323,9,M,3,320.0,0.0,Sportsbook,01284UW   ,220.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
440,00J381    ,12/11/2012,2,9,M,2,320.0,660.0,Sportsbook,01152SJ   ,216.3966,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
441,00J381    ,27/12/2012,42,4,M,1,319.0,0.0,Sportsbook,01284UW   ,216.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
442,00J381    ,01/10/2012,2,9,M,2,316.67,0.0,Sportsbook,01152SJ   ,215.4744,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
443,01152SJ   ,11/10/2012,22527_PRCH,22527,I,1,312.1099,0.0,Poker,01284UW   ,213.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
444,01152SJ   ,06/11/2012,22528_PRCH,22528,I,5,312.032,0.0,Casino,00J381    ,212.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
